"county","date","medi_cal","unemployment","calfresh"
"Del Norte",2014-04-01,"10 322",10,2511
"Del Norte",2014-05-01,"10 456",9.6,2510
"Del Norte",2014-06-01,"10 538",9.7,2535
"Del Norte",2014-07-01,"10 685",10.5,2545
"Del Norte",2014-08-01,"10 711",10.1,2541
"Del Norte",2014-09-01,"10 744",8.8,2532
"Del Norte",2014-10-01,"10 909",8.9,2516
"Del Norte",2014-11-01,"10 987",9.2,2515
"Del Norte",2014-12-01,"11 082",9.2,2503
"Del Norte",2015-01-01,"11 207",9.9,2469
"Del Norte",2015-02-01,"11 224",9.9,2479
"Del Norte",2015-03-01,"11 256",9.7,2482
"Del Norte",2015-04-01,"11 270",8.7,2493
"Del Norte",2015-05-01,"11 306",8.1,2482
"Del Norte",2015-06-01,"11 345",8.3,2485
"Del Norte",2015-07-01,"11 407",8.7,2514
"Del Norte",2015-08-01,"11 526",8,2521
"Del Norte",2015-09-01,"11 693",7,2552
"Del Norte",2015-10-01,"11 724",7.6,2573
"Del Norte",2015-11-01,"11 732",8,2581
"Del Norte",2015-12-01,"11 809",8.7,2600
"Del Norte",2016-01-01,"11 976",9.2,2623
"Del Norte",2016-02-01,"12 018",9.1,2633
"Del Norte",2016-03-01,"12 101",8.9,2655
"Del Norte",2016-04-01,"12 053",7.7,2640
"Del Norte",2016-05-01,"12 014",6.7,2649
"Del Norte",2016-06-01,"11 964",6.9,2639
"Del Norte",2016-07-01,"11 971",7.4,2608
"Del Norte",2016-08-01,"12 001",7.2,2592
"Del Norte",2016-09-01,"11 968",6.4,2574
"Del Norte",2016-10-01,"11 983",6.7,2558
"Del Norte",2016-11-01,"12 013",7.2,2548
"Del Norte",2016-12-01,"12 030",7,2553
"Del Norte",2017-01-01,"12 070",7.8,2518
"Del Norte",2017-02-01,"12 033",7.8,2549
"Del Norte",2017-03-01,"11 964",7.4,2544
"Del Norte",2017-04-01,"11 977",6.7,2563
"Del Norte",2017-05-01,"11 990",6,2566
"Del Norte",2017-06-01,"11 972",6.3,2586
"Del Norte",2017-07-01,"12 038",6.3,2564
"Del Norte",2017-08-01,"12 089",6.2,2577
"Del Norte",2017-09-01,"12 053",5.3,2584
"Del Norte",2017-10-01,"12 066",5.5,2602
"Del Norte",2017-11-01,"12 070",5.8,2595
"Del Norte",2017-12-01,"12 065",6,2588
"Del Norte",2018-01-01,"12 089",6.7,2602
"Del Norte",2018-02-01,"12 094",6.3,2571
"Del Norte",2018-03-01,"12 100",5.8,2576
"Del Norte",2018-04-01,"12 034",5.2,2526
"Del Norte",2018-05-01,"11 943",4.8,2532
"Del Norte",2018-06-01,"11 933",5.6,2500
"Del Norte",2018-07-01,"12 008",5.4,2501
"Del Norte",2018-08-01,"11 894",5.3,2498
"Del Norte",2018-09-01,"11 838",4.8,2464
"Del Norte",2018-10-01,"11 776",5.1,2506
"Del Norte",2018-11-01,"11 683",5.5,2522
"Del Norte",2018-12-01,NA,6.2,2490
"Del Norte",2019-01-01,NA,7.2,2517
"Del Norte",2019-03-01,NA,6.4,2443
"Del Norte",2019-04-01,NA,5.6,2450
"Del Norte",2019-05-01,NA,4.7,2464
"Del Norte",2019-06-01,NA,5.4,2716
"Del Norte",2019-07-01,NA,5.7,2787
"Del Norte",2019-08-01,NA,5.5,2867
"Del Norte",2019-09-01,NA,4.5,2886
"Del Norte",2019-10-01,NA,4.9,2895
"Del Norte",2019-11-01,NA,5.3,2926
"Del Norte",2019-12-01,NA,5.6,2988
"Del Norte",2020-01-01,NA,6.5,2997
"Del Norte",2020-02-01,NA,6.2,3023
"Del Norte",2020-03-01,NA,7.6,3056
"Del Norte",2020-04-01,NA,13.1,3245
"Del Norte",2020-05-01,NA,13,3320
"Del Norte",2020-06-01,NA,12.5,3356
"Del Norte",2020-07-01,NA,11.3,3271
"Del Norte",2020-08-01,NA,9.4,3230
"Del Norte",2020-09-01,NA,8.8,3169
"Del Norte",2020-10-01,NA,9,3071
"Del Norte",2020-11-01,NA,7.6,3055
"Del Norte",2020-12-01,NA,9.2,3074
"El Dorado",2014-01-01,"27 695",8,6484
"El Dorado",2014-02-01,"28 942",8,6567
"El Dorado",2014-03-01,"30 770",7.9,6751
"El Dorado",2014-04-01,"31 717",6.9,6837
"El Dorado",2014-05-01,"32 258",6.9,6861
"El Dorado",2014-06-01,"32 688",6.9,6895
"El Dorado",2014-07-01,"33 247",7.3,6871
"El Dorado",2014-08-01,"33 673",6.8,6852
"El Dorado",2014-09-01,"33 940",6.3,6895
"El Dorado",2014-10-01,"34 147",6.3,6932
"El Dorado",2014-11-01,"34 468",6.3,7012
"El Dorado",2014-12-01,"35 200",6.1,7134
"El Dorado",2015-01-01,"36 297",6.7,7197
"El Dorado",2015-02-01,"36 987",6.3,7277
"El Dorado",2015-03-01,"37 166",6.2,7312
"El Dorado",2015-04-01,"37 358",5.8,7360
"El Dorado",2015-05-01,"37 358",5.7,7388
"El Dorado",2015-06-01,"37 259",5.7,7398
"El Dorado",2015-07-01,"37 403",5.9,7406
"El Dorado",2015-08-01,"37 682",5.4,7302
"El Dorado",2015-09-01,"38 011",5,7264
"El Dorado",2015-10-01,"38 204",5.2,7288
"El Dorado",2015-11-01,"38 057",5.3,7178
"El Dorado",2015-12-01,"38 346",5.2,7257
"El Dorado",2016-01-01,"39 136",5.6,7224
"El Dorado",2016-02-01,"39 180",5.5,7227
"El Dorado",2016-03-01,"39 153",5.6,7250
"El Dorado",2016-04-01,"38 825",5.1,7232
"El Dorado",2016-05-01,"38 635",4.8,7256
"El Dorado",2016-06-01,"38 520",5.2,7262
"El Dorado",2016-07-01,"38 319",5.3,7256
"El Dorado",2016-08-01,"38 548",5.1,7202
"El Dorado",2016-09-01,"38 712",4.9,7136
"El Dorado",2016-10-01,"38 663",5,7026
"El Dorado",2016-11-01,"38 844",4.8,7016
"El Dorado",2016-12-01,"39 076",4.8,7015
"El Dorado",2017-01-01,"39 276",5.4,6983
"El Dorado",2017-02-01,"39 157",5.2,6899
"El Dorado",2017-03-01,"39 136",4.9,6937
"El Dorado",2017-04-01,"38 967",4.4,6841
"El Dorado",2017-05-01,"38 960",4.1,6874
"El Dorado",2017-06-01,"39 106",4.4,6914
"El Dorado",2017-07-01,"38 886",4.6,6817
"El Dorado",2017-08-01,"38 733",4.4,6789
"El Dorado",2017-09-01,"38 745",3.8,6736
"El Dorado",2017-10-01,"38 611",3.7,6685
"El Dorado",2017-11-01,"38 456",3.7,6537
"El Dorado",2017-12-01,"38 522",3.7,6544
"El Dorado",2018-01-01,"38 769",4,6529
"El Dorado",2018-02-01,"38 658",4,6459
"El Dorado",2018-03-01,"38 337",3.8,6531
"El Dorado",2018-04-01,"38 051",3.4,6456
"El Dorado",2018-05-01,"37 717",3.2,6435
"El Dorado",2018-06-01,"37 629",3.9,6438
"El Dorado",2018-07-01,"37 458",3.6,6381
"El Dorado",2018-08-01,"37 358",3.5,6435
"El Dorado",2018-09-01,"37 335",3.2,6321
"El Dorado",2018-10-01,"37 291",3.4,6352
"El Dorado",2018-11-01,"37 176",3.4,6229
"El Dorado",2018-12-01,NA,3.6,6234
"El Dorado",2019-01-01,NA,4.3,6295
"El Dorado",2019-03-01,NA,4.4,6197
"El Dorado",2019-04-01,NA,3.5,6136
"El Dorado",2019-05-01,NA,3.1,6140
"El Dorado",2019-06-01,NA,3.7,6435
"El Dorado",2019-07-01,NA,3.8,6604
"El Dorado",2019-08-01,NA,3.6,6706
"El Dorado",2019-09-01,NA,2.8,6693
"El Dorado",2019-10-01,NA,3,6758
"El Dorado",2019-11-01,NA,3.1,6688
"El Dorado",2019-12-01,NA,3.1,6761
"El Dorado",2020-01-01,NA,3.7,6766
"El Dorado",2020-02-01,NA,3.7,6728
"El Dorado",2020-03-01,NA,4.7,6865
"El Dorado",2020-04-01,NA,15.4,7872
"El Dorado",2020-05-01,NA,15,8244
"El Dorado",2020-06-01,NA,12.9,8211
"El Dorado",2020-07-01,NA,10.3,7807
"El Dorado",2020-08-01,NA,8,7646
"El Dorado",2020-09-01,NA,7.5,7424
"El Dorado",2020-10-01,NA,6.4,6933
"El Dorado",2020-11-01,NA,5.7,6753
"El Dorado",2020-12-01,NA,7,6744
"Fresno",2014-01-01,"365 618",13.7,94981
"Fresno",2014-02-01,"382 321",13.6,95501
"Fresno",2014-03-01,"399 052",13.8,96360
"Fresno",2014-04-01,"408 792",12.1,97184
"Fresno",2014-05-01,"413 856",11,97743
"Fresno",2014-06-01,"418 906",11.1,98161
"Fresno",2014-07-01,"424 179",11.2,94285
"Fresno",2014-08-01,"428 557",10.5,94482
"Fresno",2014-09-01,"432 046",9.7,94350
"Fresno",2014-10-01,"435 499",10.2,94483
"Fresno",2014-11-01,"439 206",11,94840
"Fresno",2014-12-01,"445 313",11.1,95923
"Fresno",2015-01-01,"452 482",12.1,96715
"Fresno",2015-02-01,"456 093",11.8,97110
"Fresno",2015-03-01,"458 494",11.8,97452
"Fresno",2015-04-01,"461 571",10.5,97856
"Fresno",2015-05-01,"462 781",9.9,98021
"Fresno",2015-06-01,"465 332",9.9,97998
"Fresno",2015-07-01,"468 553",9.9,103201
"Fresno",2015-08-01,"472 610",9,103750
"Fresno",2015-09-01,"474 922",8.3,103751
"Fresno",2015-10-01,"478 594",9.2,103607
"Fresno",2015-11-01,"484 650",9.8,103626
"Fresno",2015-12-01,"488 268",10,103807
"Fresno",2016-01-01,"491 188",10.8,103628
"Fresno",2016-02-01,"491 237",10.8,103734
"Fresno",2016-03-01,"492 058",11,103876
"Fresno",2016-04-01,"491 666",9.8,103531
"Fresno",2016-05-01,"491 443",8.6,103280
"Fresno",2016-06-01,"491 732",9.1,95699
"Fresno",2016-07-01,"492 036",9.1,101476
"Fresno",2016-08-01,"493 350",8.5,101289
"Fresno",2016-09-01,"495 085",8.2,100635
"Fresno",2016-10-01,"495 518",9,100086
"Fresno",2016-11-01,"495 592",9.3,99955
"Fresno",2016-12-01,"497 627",9.7,99380
"Fresno",2017-01-01,"497 469",10.4,98879
"Fresno",2017-02-01,"496 358",10.5,99090
"Fresno",2017-03-01,"496 490",10.3,98739
"Fresno",2017-04-01,"494 939",9,97927
"Fresno",2017-05-01,"494 151",7.8,97286
"Fresno",2017-06-01,"493 455",8.1,96848
"Fresno",2017-07-01,"492 467",8.1,96002
"Fresno",2017-08-01,"492 341",7.7,96248
"Fresno",2017-09-01,"491 444",6.8,95747
"Fresno",2017-10-01,"490 736",7.2,95483
"Fresno",2017-11-01,"490 282",7.8,95412
"Fresno",2017-12-01,"490 983",8.1,95652
"Fresno",2018-01-01,"490 995",8.7,95077
"Fresno",2018-02-01,"489 010",9,95117
"Fresno",2018-03-01,"487 368",8.7,94887
"Fresno",2018-04-01,"486 048",7.5,94269
"Fresno",2018-05-01,"485 107",6.8,94139
"Fresno",2018-06-01,"484 596",7.6,93686
"Fresno",2018-07-01,"484 066",7.1,92501
"Fresno",2018-08-01,"483 437",6.6,92393
"Fresno",2018-09-01,"483 171",5.9,91284
"Fresno",2018-10-01,"482 291",6.3,90429
"Fresno",2018-11-01,"480 589",6.9,89910
"Fresno",2018-12-01,NA,7.5,89413
"Fresno",2019-01-01,NA,8.9,88792
"Fresno",2019-03-01,NA,9.4,87674
"Fresno",2019-04-01,NA,7.7,84036
"Fresno",2019-05-01,NA,6.4,86326
"Fresno",2019-06-01,NA,7.1,90032
"Fresno",2019-07-01,NA,7.3,91690
"Fresno",2019-08-01,NA,6.6,92742
"Fresno",2019-09-01,NA,5.3,93293
"Fresno",2019-10-01,NA,5.8,93389
"Fresno",2019-11-01,NA,6.5,93189
"Fresno",2019-12-01,NA,6.9,93672
"Fresno",2020-01-01,NA,8.1,93574
"Fresno",2020-02-01,NA,8.5,93328
"Fresno",2020-03-01,NA,10.8,93457
"Fresno",2020-04-01,NA,16.7,102436
"Fresno",2020-05-01,NA,15.7,106121
"Fresno",2020-06-01,NA,14.6,108306
"Fresno",2020-07-01,NA,13.5,106240
"Fresno",2020-08-01,NA,10.9,103281
"Fresno",2020-09-01,NA,10.4,101231
"Fresno",2020-10-01,NA,9.3,97441
"Fresno",2020-11-01,NA,8.6,93977
"Fresno",2020-12-01,NA,10.4,93515
"Glenn",2014-01-01,"9 437",12.9,1472
"Glenn",2014-02-01,"9 653",12.7,1478
"Glenn",2014-03-01,"10 070",12.6,1518
"Glenn",2014-04-01,"10 235",11.1,1522
"Glenn",2014-05-01,"10 382",10.4,1512
"Glenn",2014-06-01,"10 496",10.7,1516
"Glenn",2014-07-01,"10 646",11.3,1514
"Glenn",2014-08-01,"10 760",10.4,1495
"Glenn",2014-09-01,"10 863",8.7,1495
"Glenn",2014-10-01,"10 956",8.2,1485
"Glenn",2014-11-01,"11 076",9,1476
"Glenn",2014-12-01,"11 243",10.2,1508
"Glenn",2015-01-01,"11 382",10.7,1520
"Glenn",2015-02-01,"11 528",10.2,1515
"Glenn",2015-03-01,"11 566",9.5,1497
"Glenn",2015-04-01,"11 605",9.1,1521
"Glenn",2015-05-01,"11 635",8.5,1503
"Glenn",2015-06-01,"11 690",8.9,1519
"Glenn",2015-07-01,"11 768",9.4,1528
"Glenn",2015-08-01,"11 823",8.1,1505
"Glenn",2015-09-01,"11 830",6.8,1515
"Glenn",2015-10-01,"11 845",6.6,1504
"Glenn",2015-11-01,"11 887",7.9,1486
"Glenn",2015-12-01,"11 938",8.8,1507
"Glenn",2016-01-01,"12 213",10,1528
"Glenn",2016-02-01,"12 179",9.5,1543
"Glenn",2016-03-01,"12 280",9.9,1555
"Glenn",2016-04-01,"12 220",8.4,1568
"Glenn",2016-05-01,"12 191",7.5,1579
"Glenn",2016-06-01,"12 242",8.4,1588
"Glenn",2016-07-01,"12 226",8.7,1585
"Glenn",2016-08-01,"12 286",7.9,1563
"Glenn",2016-09-01,"12 312",6.8,1559
"Glenn",2016-10-01,"12 327",6.6,1529
"Glenn",2016-11-01,"12 384",7.3,1528
"Glenn",2016-12-01,"12 420",8.8,1531
"Glenn",2017-01-01,"12 547",9.5,1532
"Glenn",2017-02-01,"12 608",9.6,1533
"Glenn",2017-03-01,"12 589",8.9,1541
"Glenn",2017-04-01,"12 505",8,1507
"Glenn",2017-05-01,"12 396",7.2,1494
"Glenn",2017-06-01,"12 401",7.6,1502
"Glenn",2017-07-01,"12 485",7.8,1469
"Glenn",2017-08-01,"12 497",7.2,1508
"Glenn",2017-09-01,"12 542",5.8,1488
"Glenn",2017-10-01,"12 492",5.4,1488
"Glenn",2017-11-01,"12 506",5.9,1474
"Glenn",2017-12-01,"12 506",6.5,1474
"Glenn",2018-01-01,"12 466",7.8,1493
"Glenn",2018-02-01,"12 451",7.7,1487
"Glenn",2018-03-01,"12 378",7.5,1487
"Glenn",2018-04-01,"12 398",6.5,1492
"Glenn",2018-05-01,"12 384",6,1504
"Glenn",2018-06-01,"12 397",7,1489
"Glenn",2018-07-01,"12 354",7,1506
"Glenn",2018-08-01,"12 401",6.2,1518
"Glenn",2018-09-01,"12 435",5.3,1503
"Glenn",2018-10-01,"12 379",5,1481
"Glenn",2018-11-01,"12 342",5.5,1464
"Glenn",2018-12-01,NA,6.7,1472
"Glenn",2019-01-01,NA,8.3,1480
"Glenn",2019-03-01,NA,8.2,1460
"Glenn",2019-04-01,NA,6.6,1442
"Glenn",2019-05-01,NA,5.6,1440
"Glenn",2019-06-01,NA,6.4,1556
"Glenn",2019-07-01,NA,6.7,1611
"Glenn",2019-08-01,NA,6.1,1611
"Glenn",2019-09-01,NA,4.4,1658
"Glenn",2019-10-01,NA,4.4,1645
"Glenn",2019-11-01,NA,4.7,1644
"Glenn",2019-12-01,NA,5.5,1630
"Glenn",2020-01-01,NA,7.3,1638
"Glenn",2020-02-01,NA,7.1,1625
"Glenn",2020-03-01,NA,8.7,1679
"Glenn",2020-04-01,NA,16.2,1756
"Glenn",2020-05-01,NA,13.7,1810
"Glenn",2020-06-01,NA,12.9,1818
"Glenn",2020-07-01,NA,NA,1740
"Glenn",2020-08-01,NA,8.1,1740
"Glenn",2020-09-01,NA,7.3,1690
"Glenn",2020-10-01,NA,6.3,1608
"Glenn",2020-11-01,NA,6,1580
"Glenn",2020-12-01,NA,7.7,1555
"Humboldt",2014-01-01,"36 766",7.6,9266
"Humboldt",2014-02-01,"38 295",7.8,9405
"Humboldt",2014-03-01,"40 586",7.6,9670
"Humboldt",2014-04-01,"41 836",6.5,9987
"Humboldt",2014-05-01,"42 630",6.2,10091
"Humboldt",2014-06-01,"43 439",6.5,10320
"Humboldt",2014-07-01,"44 044",7.1,10547
"Humboldt",2014-08-01,"44 561",6.7,10698
"Humboldt",2014-09-01,"45 076",5.9,10835
"Humboldt",2014-10-01,"45 611",5.9,11119
"Humboldt",2014-11-01,"46 015",6.1,11221
"Humboldt",2014-12-01,"46 942",5.9,11353
"Humboldt",2015-01-01,"48 121",6.7,11518
"Humboldt",2015-02-01,"49 005",6.3,11589
"Humboldt",2015-03-01,"49 462",6.1,11817
"Humboldt",2015-04-01,"49 690",5.5,11942
"Humboldt",2015-05-01,"49 769",5.2,12023
"Humboldt",2015-06-01,"49 871",5.6,12208
"Humboldt",2015-07-01,"50 161",6,12084
"Humboldt",2015-08-01,"50 631",5.6,12055
"Humboldt",2015-09-01,"51 255",4.8,12159
"Humboldt",2015-10-01,"51 896",4.9,12380
"Humboldt",2015-11-01,"52 240",5.1,12326
"Humboldt",2015-12-01,"52 571",5.3,12473
"Humboldt",2016-01-01,"53 653",5.8,12439
"Humboldt",2016-02-01,"53 765",5.5,12544
"Humboldt",2016-03-01,"54 156",5.5,12600
"Humboldt",2016-04-01,"54 400",4.8,12582
"Humboldt",2016-05-01,"54 495",4.2,12683
"Humboldt",2016-06-01,"54 643",5,12588
"Humboldt",2016-07-01,"54 766",5.3,12456
"Humboldt",2016-08-01,"54 854",5,12507
"Humboldt",2016-09-01,"54 922",4.5,12431
"Humboldt",2016-10-01,"54 989",4.6,12465
"Humboldt",2016-11-01,"55 334",4.4,12438
"Humboldt",2016-12-01,"55 705",4.6,12468
"Humboldt",2017-01-01,"56 115",5.2,12436
"Humboldt",2017-02-01,"56 108",4.9,12251
"Humboldt",2017-03-01,"56 252",4.6,12286
"Humboldt",2017-04-01,"56 142",4.2,12167
"Humboldt",2017-05-01,"55 775",3.7,12181
"Humboldt",2017-06-01,"55 582",4.4,12156
"Humboldt",2017-07-01,"55 454",4.7,12014
"Humboldt",2017-08-01,"55 415",4.5,11992
"Humboldt",2017-09-01,"55 260",3.6,11960
"Humboldt",2017-10-01,"55 385",3.5,11949
"Humboldt",2017-11-01,"55 567",3.5,11975
"Humboldt",2017-12-01,"55 688",3.5,12009
"Humboldt",2018-01-01,"56 039",4.1,12026
"Humboldt",2018-02-01,"55 906",3.9,11802
"Humboldt",2018-03-01,"55 798",3.7,11956
"Humboldt",2018-04-01,"55 649",3.3,11912
"Humboldt",2018-05-01,"55 641",3,11892
"Humboldt",2018-06-01,"55 482",4,11983
"Humboldt",2018-07-01,"55 525",3.9,11824
"Humboldt",2018-08-01,"55 293",3.6,11775
"Humboldt",2018-09-01,"55 042",3.1,11764
"Humboldt",2018-10-01,"55 038",3.2,11938
"Humboldt",2018-11-01,"55 096",3.3,11980
"Humboldt",2018-12-01,NA,3.5,11973
"Humboldt",2019-01-01,NA,4.6,12113
"Humboldt",2019-03-01,NA,4.3,11924
"Humboldt",2019-04-01,NA,3.5,11886
"Humboldt",2019-05-01,NA,2.9,11964
"Humboldt",2019-06-01,NA,3.7,13340
"Humboldt",2019-07-01,NA,4,13616
"Humboldt",2019-08-01,NA,3.7,13769
"Humboldt",2019-09-01,NA,2.7,13735
"Humboldt",2019-10-01,NA,2.9,13828
"Humboldt",2019-11-01,NA,3,13653
"Humboldt",2019-12-01,NA,3.1,13807
"Humboldt",2020-01-01,NA,4.1,13855
"Humboldt",2020-02-01,NA,3.9,13698
"Humboldt",2020-03-01,NA,4.9,13822
"Humboldt",2020-04-01,NA,13.7,15294
"Humboldt",2020-05-01,NA,11.8,15865
"Humboldt",2020-06-01,NA,11.6,15745
"Humboldt",2020-07-01,NA,10.2,15001
"Humboldt",2020-08-01,NA,8.4,14830
"Humboldt",2020-09-01,NA,7.6,14520
"Humboldt",2020-10-01,NA,6.6,13837
"Humboldt",2020-11-01,NA,6,13462
"Humboldt",2020-12-01,NA,7.5,13383
"Imperial",2014-01-01,"70 049",21.7,15263
"Imperial",2014-02-01,"72 214",20.6,15152
"Imperial",2014-03-01,"75 918",20.9,15184
"Imperial",2014-04-01,"77 860",22.5,15146
"Imperial",2014-05-01,"79 137",23.2,15400
"Imperial",2014-06-01,"80 528",25.4,15667
"Imperial",2014-07-01,"81 516",28.6,15936
"Imperial",2014-08-01,"82 313",28.8,16119
"Imperial",2014-09-01,"82 989",26.5,16319
"Imperial",2014-10-01,"83 780",24.1,16657
"Imperial",2014-11-01,"84 011",22.8,16660
"Imperial",2014-12-01,"84 827",23.1,16786
"Imperial",2015-01-01,"86 680",23.4,16703
"Imperial",2015-02-01,"88 489",22.4,16711
"Imperial",2015-03-01,"89 469",22.8,16849
"Imperial",2015-04-01,"90 323",24.2,16914
"Imperial",2015-05-01,"90 622",23.5,16977
"Imperial",2015-06-01,"90 600",24.4,17134
"Imperial",2015-07-01,"91 240",27.4,17367
"Imperial",2015-08-01,"92 165",26.7,17504
"Imperial",2015-09-01,"92 986",24.8,17683
"Imperial",2015-10-01,"92 777",24.4,17814
"Imperial",2015-11-01,"92 849",22.9,17749
"Imperial",2015-12-01,"92 568",21.7,17690
"Imperial",2016-01-01,"94 010",21.6,17551
"Imperial",2016-02-01,"94 123",20.9,17409
"Imperial",2016-03-01,"93 722",21.3,17328
"Imperial",2016-04-01,"93 577",23.7,17297
"Imperial",2016-05-01,"93 783",22.7,17343
"Imperial",2016-06-01,"93 637",24.3,17435
"Imperial",2016-07-01,"93 901",27.5,17431
"Imperial",2016-08-01,"94 272",27.3,17632
"Imperial",2016-09-01,"94 476",25.9,17680
"Imperial",2016-10-01,"94 311",24.6,17694
"Imperial",2016-11-01,"94 567",22.7,17710
"Imperial",2016-12-01,"94 733",21,17585
"Imperial",2017-01-01,"95 350",19.8,17486
"Imperial",2017-02-01,"95 363",18.6,17256
"Imperial",2017-03-01,"95 199",18.4,17252
"Imperial",2017-04-01,"95 207",17.7,17081
"Imperial",2017-05-01,"95 044",17.7,17079
"Imperial",2017-06-01,"94 945",18.8,17175
"Imperial",2017-07-01,"95 020",20.8,17191
"Imperial",2017-08-01,"95 358",22,17388
"Imperial",2017-09-01,"95 172",20.2,17361
"Imperial",2017-10-01,"95 067",19.4,17402
"Imperial",2017-11-01,"95 042",18.4,17347
"Imperial",2017-12-01,"94 984",17,17180
"Imperial",2018-01-01,"95 433",16.5,17149
"Imperial",2018-02-01,"95 335",15.9,16932
"Imperial",2018-03-01,"94 793",15.3,16881
"Imperial",2018-04-01,"94 470",14.6,16729
"Imperial",2018-05-01,"94 573",15.6,16729
"Imperial",2018-06-01,"94 345",18.1,16743
"Imperial",2018-07-01,"94 332",19.1,16820
"Imperial",2018-08-01,"94 784",20.3,16965
"Imperial",2018-09-01,"94 615",19.3,16974
"Imperial",2018-10-01,"94 575",19,17062
"Imperial",2018-11-01,"94 347",18.1,16981
"Imperial",2018-12-01,NA,17.3,16757
"Imperial",2019-01-01,NA,18.5,17286
"Imperial",2019-03-01,NA,17.8,16164
"Imperial",2019-04-01,NA,16.2,15952
"Imperial",2019-05-01,NA,16.4,16006
"Imperial",2019-06-01,NA,18.6,16918
"Imperial",2019-07-01,NA,20.7,17567
"Imperial",2019-08-01,NA,22.1,17983
"Imperial",2019-09-01,NA,20.7,18081
"Imperial",2019-10-01,NA,21.2,18278
"Imperial",2019-11-01,NA,20.6,18242
"Imperial",2019-12-01,NA,19.4,18204
"Imperial",2020-01-01,NA,18.8,18027
"Imperial",2020-02-01,NA,17,17862
"Imperial",2020-03-01,NA,20.5,17769
"Imperial",2020-04-01,NA,28,18779
"Imperial",2020-05-01,NA,27.8,19394
"Imperial",2020-06-01,NA,27.3,19700
"Imperial",2020-07-01,NA,26.8,18973
"Imperial",2020-08-01,NA,22.9,18706
"Imperial",2020-09-01,NA,21.5,18523
"Imperial",2020-10-01,NA,18.8,18022
"Imperial",2020-11-01,NA,16.4,17590
"Imperial",2020-12-01,NA,17.7,17425
"Inyo",2014-01-01,"4 452",7.8,1052
"Inyo",2014-02-01,"4 608",7.9,1062
"Inyo",2014-03-01,"4 786",8,1104
"Inyo",2014-04-01,"4 855",6.9,1091
"Inyo",2014-05-01,"4 946",6.5,1085
"Inyo",2014-06-01,"5 030",6.5,1073
"Inyo",2014-07-01,"5 083",7.1,1068
"Inyo",2014-08-01,"5 188",6.6,1061
"Inyo",2014-09-01,"5 239",5.9,1052
"Inyo",2014-10-01,"5 275",6.1,1043
"Inyo",2014-11-01,"5 316",6.3,1020
"Inyo",2014-12-01,"5 422",6.3,1034
"Inyo",2015-01-01,"5 457",7,1042
"Inyo",2015-02-01,"5 405",6.8,1055
"Inyo",2015-03-01,"5 440",6.5,1053
"Inyo",2015-04-01,"5 403",5.7,1042
"Inyo",2015-05-01,"5 376",5.3,1040
"Inyo",2015-06-01,"5 426",5.4,1046
"Inyo",2015-07-01,"5 500",5.7,1049
"Inyo",2015-08-01,"5 568",5.3,1048
"Inyo",2015-09-01,"5 613",4.9,1055
"Inyo",2015-10-01,"5 635",5.3,1080
"Inyo",2015-11-01,"5 602",5.8,1068
"Inyo",2015-12-01,"5 576",5.7,1090
"Inyo",2016-01-01,"5 614",6.4,1083
"Inyo",2016-02-01,"5 613",6.2,1084
"Inyo",2016-03-01,"5 631",5.9,1070
"Inyo",2016-04-01,"5 599",5.3,1063
"Inyo",2016-05-01,"5 631",4.7,1064
"Inyo",2016-06-01,"5 671",5.2,1070
"Inyo",2016-07-01,"5 684",5.3,1069
"Inyo",2016-08-01,"5 707",4.9,1064
"Inyo",2016-09-01,"5 698",4.8,1041
"Inyo",2016-10-01,"5 670",4.8,1029
"Inyo",2016-11-01,"5 666",4.9,1015
"Inyo",2016-12-01,"5 666",5.2,1024
"Inyo",2017-01-01,"5 671",5.4,1011
"Inyo",2017-02-01,"5 694",5.4,1015
"Inyo",2017-03-01,"5 699",5.1,1020
"Inyo",2017-04-01,"5 671",4.6,1040
"Inyo",2017-05-01,"5 597",4,1042
"Inyo",2017-06-01,"5 521",4.1,1018
"Inyo",2017-07-01,"5 513",4.5,1012
"Inyo",2017-08-01,"5 533",4.2,1017
"Inyo",2017-09-01,"5 548",3.7,1013
"Inyo",2017-10-01,"5 571",3.8,998
"Inyo",2017-11-01,"5 560",3.9,996
"Inyo",2017-12-01,"5 579",3.9,999
"Inyo",2018-01-01,"5 652",4.3,1033
"Inyo",2018-02-01,"5 687",4.5,1042
"Inyo",2018-03-01,"5 685",4.2,1036
"Inyo",2018-04-01,"5 671",3.7,1052
"Inyo",2018-05-01,"5 680",3.4,1038
"Inyo",2018-06-01,"5 701",4,1030
"Inyo",2018-07-01,"5 660",3.8,1023
"Inyo",2018-08-01,"5 560",3.5,1018
"Inyo",2018-09-01,"5 420",3.3,991
"Inyo",2018-10-01,"5 404",3.5,990
"Inyo",2018-11-01,"5 378",3.8,1005
"Inyo",2018-12-01,NA,4.2,993
"Inyo",2019-01-01,NA,4.9,1003
"Inyo",2019-03-01,NA,4.8,970
"Inyo",2019-04-01,NA,3.7,919
"Inyo",2019-05-01,NA,3,923
"Inyo",2019-06-01,NA,3.6,939
"Inyo",2019-07-01,NA,3.6,931
"Inyo",2019-08-01,NA,3.3,955
"Inyo",2019-09-01,NA,2.7,958
"Inyo",2019-10-01,NA,2.9,968
"Inyo",2019-11-01,NA,3.1,994
"Inyo",2019-12-01,NA,3.1,994
